question,tag,top1_neighbor_tag,top1_neighbor_question,top1_correct,own_share_top_k,neighbor_tag_dist,audit_top_k
নিজের নামের বানান ঠিক করতে হলে কি কি ডকুমেন্টস জমা দিতে হবে?,name_correction_in_nid_card,name_correction_in_nid_card,আমার নামের বানান সঠিক করতে কোন কোন নথি সংযুক্ত করতে হবে?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
আমার নামের বানান সঠিক করতে কোন কোন নথি সংযুক্ত করতে হবে?,name_correction_in_nid_card,name_correction_in_nid_card,আমার নামের বানান ঠিক করার সময় কোন নথিপত্র দেখাতে হবে?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
নামের বানান সঠিক করার জন্য প্রয়োজনীয় দলিলপত্র কী কী?,name_correction_in_nid_card,name_correction_in_nid_card,"নামের বানান ঠিক করতে চাই, আবেদন করার জন্য কি কি দলিল লাগবে?",True,1.0,"{""name_correction_in_nid_card"": 10}",10
আমার নিজের নামের বানান ঠিক করতে কাগজপত্র কী কী লাগবে?,name_correction_in_nid_card,name_correction_in_nid_card,আমার নামের ভুল বানান ঠিক করতে কোন কোন কাগজ জমা লাগবে?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
আমার নামের বানান ভুল হলে সংশোধনের জন্য কী কী দলিল প্রয়োজন হয়?,name_correction_in_nid_card,name_correction_in_nid_card,নামের বানান ভুল সংশোধন করতে হলে কী কী ডকুমেন্ট দরকার হয়?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
"নামের বানান সংশোধন করতে চাই, কাগজপত্র কি কি লাগবে?",name_correction_in_nid_card,name_correction_in_nid_card,"নামের বানান পরিবর্তন নয়, সংশোধনের জন্য কী কী কাগজপত্র চাই?",True,1.0,"{""name_correction_in_nid_card"": 10}",10
জাতীয় পরিচয়পত্রে নামের বানান শুদ্ধ করতে কাগজপত্র কী চাই?,name_correction_in_nid_card,name_correction_in_nid_card,জাতীয় পরিচয়পত্রে নামের ভুল বানান ঠিক করতে কী কী কাগজপত্র চাই?,True,0.9,"{""name_correction_in_nid_card"": 9, ""parents_name_correction_new"": 1}",10
নামের বানান ভুল সংশোধন করতে হলে কী কী ডকুমেন্ট দরকার হয়?,name_correction_in_nid_card,name_correction_in_nid_card,আমার নামের বানান ভুল হলে সংশোধনের জন্য কী কী দলিল প্রয়োজন হয়?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
নামের বানান ঠিক করতে অফিশিয়ালি কোন কোন কাগজপত্র লাগে?,name_correction_in_nid_card,name_correction_in_nid_card,"নামের বানান সংশোধন করতে চাই, কাগজপত্র কি কি লাগবে?",True,1.0,"{""name_correction_in_nid_card"": 10}",10
"নামের বানান পরিবর্তন নয়, সংশোধনের জন্য কী কী কাগজপত্র চাই?",name_correction_in_nid_card,name_correction_in_nid_card,"নামের বানান সংশোধন করতে চাই, কাগজপত্র কি কি লাগবে?",True,1.0,"{""name_correction_in_nid_card"": 10}",10
জাতীয় পরিচয়পত্রে নামের ভুল বানান ঠিক করতে কী কী কাগজপত্র চাই?,name_correction_in_nid_card,name_correction_in_nid_card,জাতীয় পরিচয়পত্রে নামের ভুল বানান শোধরাতে কোন কাগজ লাগবে?,True,0.9,"{""name_correction_in_nid_card"": 9, ""parents_name_correction_new"": 1}",10
জাতীয় পরিচয়পত্রে নাম ঠিক করার জন্য যে নথি লাগে সেগুলো কী?,name_correction_in_nid_card,name_correction_in_nid_card,জাতীয় পরিচয়পত্রে নাম ঠিক করার সময় কোন কাগজপত্র দেখাতে হয়?,True,0.8,"{""name_correction_in_nid_card"": 8, ""spouse_name_correction_new"": 2}",10
জাতীয় পরিচয়পত্রে নামের বানান শুদ্ধ করতে কি কি evidence দরকার?,name_correction_in_nid_card,name_correction_in_nid_card,জাতীয় পরিচয়পত্রে নামের বানান শুদ্ধ করতে কাগজপত্র কী চাই?,True,0.9,"{""name_correction_in_nid_card"": 9, ""spouse_name_correction_new"": 1}",10
এনআইডিতে নিজ নাম ঠিক করতে কী কী কাগজপত্র প্রয়োজন?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে নাম শুদ্ধিকরণের ক্ষেত্রে দরকারি কাগজপত্র কী কী?,True,0.6,"{""name_correction_in_nid_card"": 6, ""spouse_name_correction_new"": 2, ""parents_name_correction_new"": 2}",10
"নামের বানান ঠিক করতে চাই, আবেদন করার জন্য কি কি দলিল লাগবে?",name_correction_in_nid_card,parents_name_correction_new,"পিতার নামের বানান ঠিক করতে চাই, আবেদন করার জন্য কি কি দলিল লাগবে?",False,0.9,"{""parents_name_correction_new"": 1, ""name_correction_in_nid_card"": 9}",10
নামের বাংলা বানান শুদ্ধ করতে কোন কোন কাগজ জমা দিতে হবে?,name_correction_in_nid_card,name_correction_in_nid_card,নিজের নামের বাংলা বানান সংশোধনে কোন কোন কাগজ দরকার?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
নিজের নামের ভুল বানান সংশোধনের সময় কোন নথি দিতে হবে?,name_correction_in_nid_card,name_correction_in_nid_card,নামের বানান ভুল থাকলে সংশোধনের জন্য কোন নথি দিতে হয়?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
জাতীয় পরিচয় পত্রে নিজের নাম সংশোধনের জন্য কি কি কাগজপত্র জমা দিতে হয়?,name_correction_in_nid_card,spouse_name_correction_new,স্বামী নাম সংশোধন করার জন্য জাতীয় পরিচয়পত্রে কি কি ডকুমেন্টস দিতে হবে?,False,0.5,"{""spouse_name_correction_new"": 4, ""name_correction_in_nid_card"": 5, ""parents_name_correction_new"": 1}",10
আমার নামের বানান সংশোধনের নথিপত্র সম্পর্কে জানতে চাই।,name_correction_in_nid_card,name_correction_in_nid_card,আমার নামের বানান ঠিক করার সময় কোন নথিপত্র দেখাতে হবে?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
"আমার নিজের নামের বানান ভুল আছে, সংশোধনের জন্য কি কি কাগজপত্র জমা দিতে হবে?",name_correction_in_nid_card,name_correction_in_nid_card,আমার নামের ভুল বানান ঠিক করতে কোন কোন কাগজ জমা লাগবে?,True,0.9,"{""name_correction_in_nid_card"": 9, ""parents_name_correction_new"": 1}",10
আমার নামের ভুল বানান ঠিক করতে কোন কোন কাগজ জমা লাগবে?,name_correction_in_nid_card,name_correction_in_nid_card,আমার নিজের নামের বানান ঠিক করতে কাগজপত্র কী কী লাগবে?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
এনআইডিতে নাম শুদ্ধিকরণের ক্ষেত্রে দরকারি কাগজপত্র কী কী?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে নিজ নাম ঠিক করতে কী কী কাগজপত্র প্রয়োজন?,True,0.8,"{""name_correction_in_nid_card"": 8, ""parents_name_correction_new"": 1, ""spouse_name_correction_new"": 1}",10
নামের বানান সংশোধনে অফিসে জমা দেওয়ার কাগজ কোনগুলো?,name_correction_in_nid_card,name_correction_in_nid_card,নামের বানান সংশোধনের জন্য সমর্থক কাগজ কোনগুলো?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
জাতীয় পরিচয়পত্রে নাম ঠিক করার সময় কোন কাগজপত্র দেখাতে হয়?,name_correction_in_nid_card,name_correction_in_nid_card,জাতীয় পরিচয়পত্রে নাম ঠিক করার জন্য যে নথি লাগে সেগুলো কী?,True,0.7,"{""name_correction_in_nid_card"": 7, ""spouse_name_correction_new"": 3}",10
আমার নামের বানান শোধরাতে কী কী প্রমাণ দেখাতে হবে?,name_correction_in_nid_card,name_correction_in_nid_card,নাম বানান ত্রুটি সংশোধনে কোন কোন প্রমাণপত্র প্রয়োজন হয়?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
নামের বানান ঠিক করতে প্রয়োজনীয় নথির তালিকা পাবো কি?,name_correction_in_nid_card,name_correction_in_nid_card,আমার নামের বানান সঠিক করতে কোন কোন নথি সংযুক্ত করতে হবে?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
নামের বানান সংশোধনের জন্য সমর্থক কাগজ কোনগুলো?,name_correction_in_nid_card,name_correction_in_nid_card,নাম বানান সংশোধনের জন্য প্রয়োজনীয় কাগজগুলোর তালিকা কী?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
এনআইডিতে নামের বানান ঠিক করতে প্রমাণ হিসেবে কী কী নথি চলে?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডি রেকর্ডে আমার নামের বানান ঠিক করতে কোন নথি দিতে হবে?,True,0.9,"{""name_correction_in_nid_card"": 9, ""parents_name_correction_new"": 1}",10
জাতীয় পরিচয়পত্রের নাম শোধরানোর জন্য কোন কোন ডকুমেন্ট দেখাতে হবে?,name_correction_in_nid_card,name_correction_in_nid_card,জাতীয় পরিচয়পত্রে নাম ঠিক করার সময় কোন কাগজপত্র দেখাতে হয়?,True,0.7,"{""name_correction_in_nid_card"": 7, ""spouse_name_correction_new"": 3}",10
নামের বানান ভুল থাকলে সংশোধনের জন্য কোন নথি দিতে হয়?,name_correction_in_nid_card,name_correction_in_nid_card,নিজের নামের ভুল বানান সংশোধনের সময় কোন নথি দিতে হবে?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
নিজের নামের ইংরেজি ও বাংলা বানান ঠিক করতে কী কী প্রমাণপত্র দরকার?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে বাংলা ও ইংরেজি নাম ঠিক করতে কোন কোন প্রমাণ দরকার?,True,0.9,"{""name_correction_in_nid_card"": 9, ""spouse_name_correction_new"": 1}",10
ইসি অফিসে নামের বানান সংশোধনের সময় কী কী কাগজ দেখাতে হবে?,name_correction_in_nid_card,name_correction_in_nid_card,নামের বানান সংশোধনে অফিসে জমা দেওয়ার কাগজ কোনগুলো?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
এনআইডিতে নাম সংশোধনের জন্য কোন কোন প্রমাণপত্র দেখাতে হবে?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডি তথ্যভান্ডারে নাম সংশোধনের জন্য কোন কোন প্রমাণ প্রয়োজন?,True,0.8,"{""name_correction_in_nid_card"": 8, ""parents_name_correction_new"": 2}",10
ভোটার কার্ডে নাম ঠিক করার সময় কোন কাগজপত্র প্রয়োজন হয়?,name_correction_in_nid_card,name_correction_in_nid_card,ভোটার আইডিতে নামের বানান ঠিক করতে কোন নথি লাগবে?,True,0.8,"{""name_correction_in_nid_card"": 8, ""spouse_name_correction_new"": 2}",10
নামের বানান শুদ্ধ করতে কী ধরনের ডকুমেন্টারি এভিডেন্স দিতে হয়?,name_correction_in_nid_card,name_correction_in_nid_card,নামের বানান সঠিক করতে ডকুমেন্টারি সাপোর্ট কী কী প্রয়োজন?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
স্মার্ট কার্ডে নামের বানান ঠিক করার ক্ষেত্রে কোন প্রমাণপত্র দরকার?,name_correction_in_nid_card,name_correction_in_nid_card,স্মার্ট কার্ডে নামের স্পেলিং ঠিক করতে প্রমাণপত্র কোনগুলো?,True,0.7,"{""name_correction_in_nid_card"": 7, ""spouse_name_correction_new"": 3}",10
নামের বানান সঠিক করতে ডকুমেন্টারি সাপোর্ট কী কী প্রয়োজন?,name_correction_in_nid_card,name_correction_in_nid_card,নামের বানান ভুল সংশোধন করতে হলে কী কী ডকুমেন্ট দরকার হয়?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
জাতীয় পরিচয়পত্রে নাম শোধরাতে কোন কোন ডকুমেন্টস সাবমিট করবো?,name_correction_in_nid_card,name_correction_in_nid_card,জাতীয় পরিচয়পত্রের নাম শোধরানোর জন্য কোন কোন ডকুমেন্ট দেখাতে হবে?,True,0.6,"{""name_correction_in_nid_card"": 6, ""spouse_name_correction_new"": 4}",10
এনআইডি তথ্যভান্ডারে নাম সংশোধনের জন্য কোন কোন প্রমাণ প্রয়োজন?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে নাম সংশোধনের জন্য কোন কোন প্রমাণপত্র দেখাতে হবে?,True,0.7,"{""name_correction_in_nid_card"": 7, ""parents_name_correction_new"": 2, ""spouse_name_correction_new"": 1}",10
স্মার্ট কার্ডে নামের বানান এডিট করতে কোন কোন কাগজ প্রয়োজন?,name_correction_in_nid_card,name_correction_in_nid_card,স্মার্ট কার্ডে নামের বানান ঠিক করার ক্ষেত্রে কোন প্রমাণপত্র দরকার?,True,0.6,"{""name_correction_in_nid_card"": 6, ""spouse_name_correction_new"": 3, ""parents_name_correction_new"": 1}",10
এনআইডি কার্ডে নামের ভুল ঠিক করতে প্রমাণ হিসেবে কী কী লাগে?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে নামের বানান ঠিক করতে প্রমাণ হিসেবে কী কী নথি চলে?,True,0.7,"{""name_correction_in_nid_card"": 7, ""parents_name_correction_new"": 2, ""spouse_name_correction_new"": 1}",10
এনআইডি নাম শুদ্ধিকরণে কোন কোন supporting document জমা দিতে হয়?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে নাম শুদ্ধিকরণের ক্ষেত্রে দরকারি কাগজপত্র কী কী?,True,0.9,"{""name_correction_in_nid_card"": 9, ""spouse_name_correction_new"": 1}",10
এনআইডি রেকর্ডে নাম শুদ্ধ করার জন্য কোন কোন নথি জমা দিতে হয়?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে নাম শুদ্ধিকরণের ক্ষেত্রে দরকারি কাগজপত্র কী কী?,True,0.8,"{""name_correction_in_nid_card"": 8, ""spouse_name_correction_new"": 2}",10
এনআইডি নাম শুদ্ধিকরণে প্রমাণপত্র হিসেবে কি কি লাগে?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে নাম শুদ্ধিকরণের ক্ষেত্রে দরকারি কাগজপত্র কী কী?,True,0.9,"{""name_correction_in_nid_card"": 9, ""parents_name_correction_new"": 1}",10
আমার নামের বানান ঠিক করার সময় কোন নথিপত্র দেখাতে হবে?,name_correction_in_nid_card,name_correction_in_nid_card,আমার নামের বানান সঠিক করতে কোন কোন নথি সংযুক্ত করতে হবে?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
নাম বানান সংশোধনের জন্য প্রয়োজনীয় কাগজগুলোর তালিকা কী?,name_correction_in_nid_card,name_correction_in_nid_card,নামের বানান সংশোধনের জন্য সমর্থক কাগজ কোনগুলো?,True,0.9,"{""name_correction_in_nid_card"": 9, ""parents_name_correction_new"": 1}",10
এনআইডিতে বাংলা ও ইংরেজি নাম ঠিক করতে কোন কোন প্রমাণ দরকার?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে নামের বানান ঠিক করতে প্রমাণ হিসেবে কী কী নথি চলে?,True,0.9,"{""name_correction_in_nid_card"": 9, ""parents_name_correction_new"": 1}",10
জাতীয় পরিচয়পত্রে নিজের নামের বানান সঠিক করতে কোন নথি চাই?,name_correction_in_nid_card,name_correction_in_nid_card,জাতীয় পরিচয়পত্রে নামের ভুল বানান ঠিক করতে কী কী কাগজপত্র চাই?,True,0.9,"{""name_correction_in_nid_card"": 9, ""spouse_name_correction_new"": 1}",10
ভোটার আইডিতে নামের বানান ঠিক করতে কোন নথি লাগবে?,name_correction_in_nid_card,name_correction_in_nid_card,ভোটার কার্ডের নাম বানান সংশোধনের জন্য কোন কোন নথি দিতে হয়?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
এনআইডি রেকর্ডে আমার নামের বানান ঠিক করতে কোন নথি দিতে হবে?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে নামের বানান ঠিক করতে প্রমাণ হিসেবে কী কী নথি চলে?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
স্মার্ট কার্ডে নামের স্পেলিং ঠিক করতে প্রমাণপত্র কোনগুলো?,name_correction_in_nid_card,name_correction_in_nid_card,স্মার্ট কার্ডে নামের বানান ঠিক করার ক্ষেত্রে কোন প্রমাণপত্র দরকার?,True,0.5,"{""name_correction_in_nid_card"": 5, ""spouse_name_correction_new"": 5}",10
NID name correction-এর জন্য কোন কোন কাগজপত্র লাগবে?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে নিজ নাম ঠিক করতে কী কী কাগজপত্র প্রয়োজন?,True,0.9,"{""name_correction_in_nid_card"": 9, ""spouse_name_correction_new"": 1}",10
এনআইডি নাম বানান সংশোধনের জন্য কী কী ডকুমেন্ট অ্যাটাচ করবো?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে নামের বানান মিলাতে কী কী ডকুমেন্ট দরকার?,True,0.6,"{""name_correction_in_nid_card"": 6, ""spouse_name_correction_new"": 4}",10
নিজের নামের বাংলা বানান সংশোধনে কোন কোন কাগজ দরকার?,name_correction_in_nid_card,name_correction_in_nid_card,"নামের বানান সংশোধন করতে চাই, কাগজপত্র কি কি লাগবে?",True,1.0,"{""name_correction_in_nid_card"": 10}",10
নাম বানান ত্রুটি সংশোধনে কোন কোন প্রমাণপত্র প্রয়োজন হয়?,name_correction_in_nid_card,name_correction_in_nid_card,নামের বানান ভুল সংশোধন করতে হলে কী কী ডকুমেন্ট দরকার হয়?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
ভোটার কার্ডের নাম বানান সংশোধনের জন্য কোন কোন নথি দিতে হয়?,name_correction_in_nid_card,name_correction_in_nid_card,ভোটার আইডিতে নামের বানান ঠিক করতে কোন নথি লাগবে?,True,0.9,"{""name_correction_in_nid_card"": 9, ""spouse_name_correction_new"": 1}",10
আমার নিজের নাম সংশোধনে সমর্থক নথি হিসেবে কি কি লাগবে?,name_correction_in_nid_card,name_correction_in_nid_card,নিজের নামের ভুল বানান সংশোধনের সময় কোন নথি দিতে হবে?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
এনআইডিতে নামের বানান মিলাতে কী কী ডকুমেন্ট দরকার?,name_correction_in_nid_card,name_correction_in_nid_card,এনআইডিতে নামের বানান ঠিক করতে প্রমাণ হিসেবে কী কী নথি চলে?,True,0.7,"{""name_correction_in_nid_card"": 7, ""parents_name_correction_new"": 1, ""spouse_name_correction_new"": 2}",10
নামের বানান সংশোধনের কেসে কী কী সমর্থক দলিল প্রয়োজন?,name_correction_in_nid_card,name_correction_in_nid_card,নামের বানান সংশোধনের জন্য সমর্থক কাগজ কোনগুলো?,True,1.0,"{""name_correction_in_nid_card"": 10}",10
জাতীয় পরিচয়পত্রে নামের ভুল বানান শোধরাতে কোন কাগজ লাগবে?,name_correction_in_nid_card,name_correction_in_nid_card,জাতীয় পরিচয়পত্রে নামের ভুল বানান ঠিক করতে কী কী কাগজপত্র চাই?,True,0.8,"{""name_correction_in_nid_card"": 8, ""parents_name_correction_new"": 1, ""spouse_name_correction_new"": 1}",10
ন্যাশনাল আইডিতে মাতার নামের ভুল ঠিক করতে কী কী সনদপত্র জমা দিতে হবে?,parents_name_correction_new,parents_name_correction_new,জাতীয় আইডিতে মায়ের নাম ঠিক করার জন্য কোন জায়গায় কাগজ জমা দিতে হয়?,True,0.8,"{""parents_name_correction_new"": 8, ""spouse_name_correction_new"": 2}",10
বাবামার নামের ভুল সংশোধনের প্রয়োজনীয় কাগজপত্র কী কী?,parents_name_correction_new,name_correction_in_nid_card,নাম বানান সংশোধনের জন্য প্রয়োজনীয় কাগজগুলোর তালিকা কী?,False,0.4,"{""name_correction_in_nid_card"": 6, ""parents_name_correction_new"": 4}",10
বাবার নামের ভুল ঠিক করতে পারিবারিক/ওয়ারিশ সনদ প্রয়োজন হবে কি?,parents_name_correction_new,parents_name_correction_new,জাতীয় পরিচয়পত্রে পিতার নামের পদবি ঠিক করতে কি পারিবারিক সনদ লাগে?,True,1.0,"{""parents_name_correction_new"": 10}",10
আমার পরিচয়পত্রে পিতার নামের বানানে একটি ভুল রয়েছে। এই সমস্যা সমাধানের জন্য কোন কর্তৃপক্ষের সাথে যোগাযোগ করা উচিত?,parents_name_correction_new,parents_name_correction_new,"এনআইডিতে পিতার নামের ভুল, এখন প্রক্রিয়াটা কী? কার কাছে যাব?",True,0.7,"{""parents_name_correction_new"": 7, ""name_correction_in_nid_card"": 3}",10
মা'র নাম ভুল এনআইডিতে ঠিক করতে কি পারিবারিক সনদ দেখাতে হবে?,parents_name_correction_new,parents_name_correction_new,ন্যাশনাল আইডিতে মাতার নামের ভুল ঠিক করতে কী কী সনদপত্র জমা দিতে হবে?,True,0.8,"{""parents_name_correction_new"": 8, ""name_correction_in_nid_card"": 1, ""spouse_name_correction_new"": 1}",10
নতুন এনআইডি কার্ডে পিতার নামে ভুল সংশোধন করতে কি ডকুমেন্টস লাগবে?,parents_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে স্বামীর নাম সংশোধনের জন্য কি ডকুমেন্টস লাগবে?,False,0.3,"{""spouse_name_correction_new"": 6, ""parents_name_correction_new"": 3, ""name_correction_in_nid_card"": 1}",10
এনআইডিতে বাবার নামের স্পেলিং ভুল সংশোধনের জন্য কোন কোন দলিল জমা দিতে হয়?,parents_name_correction_new,parents_name_correction_new,নতুন এনআইডি কার্ডে পিতার নামে ভুল সংশোধন করতে কি ডকুমেন্টস লাগবে?,True,0.7,"{""parents_name_correction_new"": 7, ""spouse_name_correction_new"": 3}",10
জাতীয় পরিচয়পত্রে মা'র নামের বানান সংশোধন করতে কোন কাগজপত্র প্রয়োজন?,parents_name_correction_new,name_correction_in_nid_card,জাতীয় পরিচয়পত্রে নামের ভুল বানান শোধরাতে কোন কাগজ লাগবে?,False,0.3,"{""name_correction_in_nid_card"": 5, ""parents_name_correction_new"": 3, ""spouse_name_correction_new"": 2}",10
"পিতার নামের বানান ঠিক করতে চাই, আবেদন করার জন্য কি কি দলিল লাগবে?",parents_name_correction_new,name_correction_in_nid_card,"নামের বানান ঠিক করতে চাই, আবেদন করার জন্য কি কি দলিল লাগবে?",False,0.2,"{""name_correction_in_nid_card"": 8, ""parents_name_correction_new"": 2}",10
"আমার আইডিতে মাতার নামের বানান ভুল, এবং আমি এটা সংশোধন করতে চাই। আমাকে কার কাছে যেতে হবে?",parents_name_correction_new,parents_name_correction_new,"আম্মুর নামের বানান ভুল এসেছে, সংশোধনের জন্য কিভাবে আবেদন করব? কই যাব?",True,0.5,"{""parents_name_correction_new"": 5, ""name_correction_in_nid_card"": 5}",10
মা'র নামের ভুল ঠিক করতে কি শিক্ষা সনদের মূল কপি দেখাতে হবে?,parents_name_correction_new,parents_name_correction_new,মা'র নাম ভুল এনআইডিতে ঠিক করতে কি পারিবারিক সনদ দেখাতে হবে?,True,0.7,"{""parents_name_correction_new"": 7, ""name_correction_in_nid_card"": 3}",10
"এনআইডিতে পিতার নামের ভুল, এখন প্রক্রিয়াটা কী? কার কাছে যাব?",parents_name_correction_new,parents_name_correction_new,ন্যাশনাল আইডিতে পিতার নামের ভুলের জন্য ঠিক কাকে approach করতে হয়?,True,0.9,"{""parents_name_correction_new"": 9, ""spouse_name_correction_new"": 1}",10
ন্যাশনাল আইডিতে পিতার নাম সংশোধনের নথিপত্র কী কী দরকার?,parents_name_correction_new,parents_name_correction_new,ন্যাশনাল আইডিতে পিতামাতা নাম ঠিক করতে কী কী সাপোর্টিং ডকুমেন্ট লাগবে?,True,0.6,"{""parents_name_correction_new"": 6, ""spouse_name_correction_new"": 4}",10
বাবা ও মায়ের নামের বানান সংশোধনে কোন সার্টিফিকেটগুলো দরকার?,parents_name_correction_new,parents_name_correction_new,জাতীয় পরিচয়পত্রে মা'র নামের বানান সংশোধন করতে কোন কাগজপত্র প্রয়োজন?,True,0.7,"{""parents_name_correction_new"": 7, ""name_correction_in_nid_card"": 3}",10
মা'র নাম সংশোধন করার জন্য বাংলাদেশের ন্যাশনাল আইডেন্টিটি কার্ডে কি কি দলিল জমা দিতে হবে?,parents_name_correction_new,parents_name_correction_new,এনআইডি কার্ডে মায়ের নাম সংশোধনে কোন কাগজপত্র লাগবে?,True,0.4,"{""parents_name_correction_new"": 4, ""spouse_name_correction_new"": 5, ""name_correction_in_nid_card"": 1}",10
মা'র নামের ভুল সংশোধনের জন্য কি এসএসসি সার্টিফিকেট আবশ্যক?,parents_name_correction_new,parents_name_correction_new,মা'র নামের ভুল ঠিক করতে কি শিক্ষা সনদের মূল কপি দেখাতে হবে?,True,0.8,"{""parents_name_correction_new"": 8, ""name_correction_in_nid_card"": 2}",10
এনআইডিতে মায়ের নামের বানান সংশোধন করতে কী কী প্রমাণ লাগবে?,parents_name_correction_new,parents_name_correction_new,এনআইডিতে মা'র নামের পদবী সংশোধনের সময় কোন কোন প্রমাণপত্র চাওয়া হয়?,True,0.6,"{""parents_name_correction_new"": 6, ""name_correction_in_nid_card"": 4}",10
বাবার নাম সংশোধনে কি অনলাইন জন্মনিবন্ধনের আইডি নম্বর লাগবে?,parents_name_correction_new,parents_name_correction_new,এনআইডিতে বাবার নাম ঠিক করার জন্য কি ভাই বা বোনের জাতীয় পরিচয়পত্র লাগবে?,True,0.6,"{""parents_name_correction_new"": 6, ""spouse_name_correction_new"": 4}",10
"আম্মুর নামের বানান ভুল এসেছে, সংশোধনের জন্য কিভাবে আবেদন করব? কই যাব?",parents_name_correction_new,parents_name_correction_new,"আমার আইডিতে মাতার নামের বানান ভুল, এবং আমি এটা সংশোধন করতে চাই। আমাকে কার কাছে যেতে হবে?",True,0.4,"{""parents_name_correction_new"": 4, ""name_correction_in_nid_card"": 6}",10
জাতীয় পরিচয়পত্রে মায়ের নাম ঠিক করতে কি বাবা-মায়ের NID দুটোই দিতে হবে?,parents_name_correction_new,parents_name_correction_new,এনআইডিতে পিতার নাম ঠিক করতে কি বাবা-মায়ের জাতীয় পরিচয়পত্র লাগে?,True,1.0,"{""parents_name_correction_new"": 10}",10
