question,tag,top1_neighbor_tag,top1_neighbor_question,top1_correct,own_share_top_k,neighbor_tag_dist,audit_top_k
মাতার নাম সংশোধনের ব্যাপারে কোন অফিসে দেখা করতে হবে?,parents_name_correction_new,parents_name_correction_new,"আম্মুর নামের বানান ভুল এসেছে, সংশোধনের জন্য কিভাবে আবেদন করব? কই যাব?",True,0.9,"{""parents_name_correction_new"": 9, ""name_correction_in_nid_card"": 1}",10
এনআইডি কার্ডে মায়ের নামের পদবি সংশোধনে কী কী দরকারি কাগজ আছে?,parents_name_correction_new,parents_name_correction_new,এনআইডি কার্ডে মায়ের নাম সংশোধনে কোন কাগজপত্র লাগবে?,True,0.5,"{""parents_name_correction_new"": 5, ""spouse_name_correction_new"": 5}",10
এনআইডিতে পিতার নাম ঠিক করতে কি বাবা-মায়ের জাতীয় পরিচয়পত্র লাগে?,parents_name_correction_new,parents_name_correction_new,এনআইডিতে বাবার নাম ঠিক করার জন্য কি ভাই বা বোনের জাতীয় পরিচয়পত্র লাগবে?,True,0.9,"{""parents_name_correction_new"": 9, ""name_correction_in_nid_card"": 1}",10
বাংলাদেশে এনআইডিতে মায়ের নাম সংশোধনে কী কী কাগজপত্র লাগে?,parents_name_correction_new,parents_name_correction_new,এনআইডি কার্ডে মায়ের নাম সংশোধনে কোন কাগজপত্র লাগবে?,True,0.5,"{""parents_name_correction_new"": 5, ""name_correction_in_nid_card"": 1, ""spouse_name_correction_new"": 4}",10
এনআইডিতে বাবার নাম ঠিক করার জন্য কি ভাই বা বোনের জাতীয় পরিচয়পত্র লাগবে?,parents_name_correction_new,parents_name_correction_new,এনআইডিতে পিতার নাম ঠিক করতে কি বাবা-মায়ের জাতীয় পরিচয়পত্র লাগে?,True,0.9,"{""parents_name_correction_new"": 9, ""name_correction_in_nid_card"": 1}",10
বাংলাদেশের জাতীয় পরিচয়পত্রে পিতার নাম সংশোধনের জন্য কি কি কাগজপত্র প্রয়োজন?,parents_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে স্বামী নাম সংশোধনের জন্য কি কি কাগজপত্র প্রয়োজন?,False,0.4,"{""spouse_name_correction_new"": 5, ""parents_name_correction_new"": 4, ""name_correction_in_nid_card"": 1}",10
ন্যাশনাল আইডিতে পিতার নামের ভুলের জন্য ঠিক কাকে approach করতে হয়?,parents_name_correction_new,parents_name_correction_new,"এনআইডিতে পিতার নামের ভুল, এখন প্রক্রিয়াটা কী? কার কাছে যাব?",True,1.0,"{""parents_name_correction_new"": 10}",10
ন্যাশনাল আইডিতে পিতামাতা নাম ঠিক করতে কী কী সাপোর্টিং ডকুমেন্ট লাগবে?,parents_name_correction_new,parents_name_correction_new,ন্যাশনাল আইডিতে পিতার নাম সংশোধনের নথিপত্র কী কী দরকার?,True,0.8,"{""parents_name_correction_new"": 8, ""name_correction_in_nid_card"": 2}",10
জাতীয় পরিচয়পত্রে পিতার নামের পদবি ঠিক করতে কি পারিবারিক সনদ লাগে?,parents_name_correction_new,parents_name_correction_new,এনআইডিতে পিতার নাম ঠিক করতে কি বাবা-মায়ের জাতীয় পরিচয়পত্র লাগে?,True,0.9,"{""parents_name_correction_new"": 9, ""spouse_name_correction_new"": 1}",10
জাতীয় আইডিতে মায়ের নাম ঠিক করার জন্য কোন জায়গায় কাগজ জমা দিতে হয়?,parents_name_correction_new,parents_name_correction_new,ন্যাশনাল আইডিতে মাতার নামের ভুল ঠিক করতে কী কী সনদপত্র জমা দিতে হবে?,True,0.7,"{""parents_name_correction_new"": 7, ""spouse_name_correction_new"": 3}",10
জাতীয় পরিচয়পত্রে পিতার নাম পরিবর্তনে কি বাবা-মায়ের এনআইডি উভয়ই লাগবে?,parents_name_correction_new,parents_name_correction_new,এনআইডিতে পিতার নাম ঠিক করতে কি বাবা-মায়ের জাতীয় পরিচয়পত্র লাগে?,True,1.0,"{""parents_name_correction_new"": 10}",10
এনআইডিতে মা'র নামের পদবী সংশোধনের সময় কোন কোন প্রমাণপত্র চাওয়া হয়?,parents_name_correction_new,parents_name_correction_new,এনআইডিতে মায়ের নামের বানান সংশোধন করতে কী কী প্রমাণ লাগবে?,True,0.5,"{""parents_name_correction_new"": 5, ""name_correction_in_nid_card"": 3, ""spouse_name_correction_new"": 2}",10
জাতীয় পরিচয়পত্রে পিতার নাম সংশোধনের সময় শিক্ষা সনদ কোনটা দিতে হয়?,parents_name_correction_new,parents_name_correction_new,জাতীয় পরিচয়পত্রে পিতার নামের পদবি ঠিক করতে কি পারিবারিক সনদ লাগে?,True,0.8,"{""parents_name_correction_new"": 8, ""name_correction_in_nid_card"": 1, ""spouse_name_correction_new"": 1}",10
এনআইডি কার্ডে মায়ের নাম সংশোধনে কোন কাগজপত্র লাগবে?,parents_name_correction_new,parents_name_correction_new,এনআইডি কার্ডে মায়ের নামের পদবি সংশোধনে কী কী দরকারি কাগজ আছে?,True,0.4,"{""parents_name_correction_new"": 4, ""spouse_name_correction_new"": 6}",10
জাতীয় আইডিতে পিতার নামের স্পেলিং ঠিক করতে কি একাধিক সনদ দরকার?,parents_name_correction_new,parents_name_correction_new,ন্যাশনাল আইডিতে পিতামাতা নাম ঠিক করতে কী কী সাপোর্টিং ডকুমেন্ট লাগবে?,True,0.9,"{""parents_name_correction_new"": 9, ""spouse_name_correction_new"": 1}",10
এনআইডি কার্ডে মায়ের নাম ঠিক করতে কোন কোন শিক্ষাগত সনদ গ্রহণযোগ্য?,parents_name_correction_new,parents_name_correction_new,মা'র নাম ভুল এনআইডিতে ঠিক করতে কি পারিবারিক সনদ দেখাতে হবে?,True,0.9,"{""parents_name_correction_new"": 9, ""name_correction_in_nid_card"": 1}",10
এনআইডিতে পিতার নাম সংশোধনে কি পিইসি বা জেএসসি সনদ লাগবে?,parents_name_correction_new,parents_name_correction_new,জাতীয় পরিচয়পত্রে পিতার নাম পরিবর্তনে কি বাবা-মায়ের এনআইডি উভয়ই লাগবে?,True,1.0,"{""parents_name_correction_new"": 10}",10
বিয়ের পর এনআইডি কার্ডে স্বামী নাম যোগ করার জন্য কি কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে বিয়ের পর স্বামীর নাম যোগ করার জন্য কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
বিয়ের পরে এনআইডি কার্ডে স্বামী নাম যোগ করতে কি কি কাগজপত্র লাগবে?,spouse_name_correction_new,spouse_name_correction_new,বিয়ের পর এনআইডি কার্ডে স্বামী নাম যোগ করার জন্য কি কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় আইডি কার্ডে স্বামী নাম সংশোধনে কি কি কাগজপত্র প্রয়োজন?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় আইডি কার্ডে স্বামীর নাম সংশোধনের জন্য কি কি কাগজপত্র দিতে হবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডি কার্ডে স্বামী নাম সংশোধন করার জন্য কি কি কাগজপত্র প্রয়োজন?,spouse_name_correction_new,spouse_name_correction_new,কি কি কাগজপত্র লাগবে স্বামী নাম সংশোধনের জন্য এনআইডি কার্ডে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
স্বামী নাম সংশোধনে এনআইডি কার্ডে কি কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,spouse_name_correction_new,স্বামী নাম সংশোধনে এনআইডি কার্ডে কি কি ডকুমেন্টস প্রয়োজন?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডি কার্ডে স্বামীর নাম সংশোধনের জন্য কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,spouse_name_correction_new,স্বামী নাম সংশোধনে এনআইডি কার্ডে কি কি ডকুমেন্টস প্রয়োজন?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডিতে বিবাহ-পরবর্তী স্বামীর নাম সংশোধনে কোন কোন কাগজপত্র লাগে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে স্বামী/স্ত্রী নাম সংশোধনের কাগজপত্র কি কি চাই?,True,1.0,"{""spouse_name_correction_new"": 10}",10
কি কি কাগজপত্র লাগবে স্বামী নাম সংশোধনের জন্য এনআইডি কার্ডে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে স্বামী নাম সংশোধন করার জন্য কি কি কাগজপত্র প্রয়োজন?,True,1.0,"{""spouse_name_correction_new"": 10}",10
স্বামী নাম সংশোধনে এনআইডি কার্ডে কি কি ডকুমেন্টস প্রয়োজন?,spouse_name_correction_new,spouse_name_correction_new,স্বামী নাম সংশোধনে এনআইডি কার্ডে কি কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় আইডি কার্ডে স্বামী নাম সংশোধনে কি কি ডকুমেন্টস জমা দিতে হবে?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় আইডি কার্ডে স্বামীর নাম সংশোধনের জন্য কি কি কাগজপত্র দিতে হবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় আইডিতে স্বামী নাম যোগ করার জন্য কি কি কাগজপত্র দিতে হবে?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় আইডিতে স্ত্রী নাম অ্যাড করতে কি কি কাগজপত্র দরকার?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডি কার্ডে স্বামী নাম সংশোধনের জন্য কি কি কাগজপত্র জমা দিতে হবে?,spouse_name_correction_new,spouse_name_correction_new,স্বামী নাম সংশোধনের জন্য এনআইডি কার্ডে কি কি কাগজপত্র দিতে হবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় আইডি কার্ডে স্বামীর নাম সংশোধনের জন্য কি কি কাগজপত্র দিতে হবে?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় আইডি কার্ডে স্বামী নাম সংশোধনে কি কি কাগজপত্র প্রয়োজন?,True,1.0,"{""spouse_name_correction_new"": 10}",10
স্বামী নাম সংশোধনের জন্য এনআইডি কার্ডে কি কি কাগজপত্র দিতে হবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে স্বামী নাম সংশোধনের জন্য কি কি কাগজপত্র জমা দিতে হবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডি কার্ডে বিয়ের পর স্বামীর নাম যোগ করার জন্য কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,spouse_name_correction_new,বিয়ের পর এনআইডি কার্ডে স্বামী নাম যোগ করার জন্য কি কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডি কার্ডে স্বামী নাম যোগ করার জন্য কি কি কাগজপত্র লাগবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে স্বামীর নাম যোগ করার জন্য কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় পরিচয়পত্রে স্বামীর নাম সংশোধনের জন্য কি কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে স্বামী নাম সংশোধনের জন্য কি কি কাগজপত্র প্রয়োজন?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় পরিচয়পত্রে বিয়ের পর স্বামী নাম অ্যাড করতে কোন কোন ডকুমেন্ট দরকার?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে স্বামীর নাম বসাতে কোন কোন ডকুমেন্ট প্রয়োজন?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডিতে spouse নামের ত্রুটি ঠিক করতে কোন কোন কাগজপত্র প্রয়োজন?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে spouse নামের ভুল এন্ট্রি ঠিক করতে কী কী কাগজ লাগে?,True,0.9,"{""spouse_name_correction_new"": 9, ""name_correction_in_nid_card"": 1}",10
স্বামী নাম সংশোধন করার জন্য জাতীয় পরিচয়পত্রে কি কি ডকুমেন্টস দিতে হবে?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে স্বামীর নাম সংশোধনের জন্য কি কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় পরিচয়পত্রে স্বামী নাম সংশোধনের জন্য কি কি কাগজপত্র প্রয়োজন?,spouse_name_correction_new,spouse_name_correction_new,স্বামী নাম সংশোধনে জাতীয় পরিচয়পত্রের কি কি কাগজপত্র দরকার?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডি কার্ডে স্বামীর নাম সংযোজনের জন্য কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে স্বামীর নাম যোগ করার জন্য কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডিতে স্বামী/স্ত্রী নাম সংশোধনের কাগজপত্র কি কি চাই?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে বিবাহ-পরবর্তী স্বামীর নাম সংশোধনে কোন কোন কাগজপত্র লাগে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় আইডিতে spouse name হালনাগাদ করতে কী কী প্রামাণ্যপত্র দরকার?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় আইডিতে স্বামী নাম যোগ করার জন্য কি কি কাগজপত্র দিতে হবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডি কার্ডে স্ত্রীর নাম সংযোজনের জন্য কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে স্বামীর নাম সংযোজনের জন্য কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডিতে স্ত্রীর নাম আপডেট করার জন্য প্রয়োজনীয় ডকুমেন্টস কী?,spouse_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে স্ত্রীর নাম সংশোধনের জন্য কি কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
স্বামী নাম যোগ করতে এনআইডি কার্ডে কি কি ডকুমেন্টস জমা দিতে হবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে স্বামীর নাম যোগ করার জন্য কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডিতে spouse নামের এন্ট্রি সংশোধনে কী কী সনদ দেখাতে হয়?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে spouse field সংশোধনে কী কী ডকুমেন্ট দিতে হবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডি কার্ডে স্বামীর নাম যোগ করার জন্য কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে স্বামীর নাম সংযোজনের জন্য কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
স্বামী নাম সংশোধনে জাতীয় পরিচয়পত্রের কি কি কাগজপত্র দরকার?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে স্বামী নাম সংশোধনের জন্য কি কি কাগজপত্র প্রয়োজন?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডি কার্ডে স্ত্রীর নাম সংশোধনের জন্য কি কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে স্বামীর নাম সংশোধনের জন্য কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় পরিচয়পত্রে বিয়ের পরে স্ত্রী নাম সংযোজনের কাগজপত্র কী কী?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে স্ত্রীর নাম ঠিক করতে কী কী ডকুমেন্টস দরকার?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় পরিচয়পত্রে spouse নামের বানান ঠিক করতে কী কী প্রমাণপত্র লাগে?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে স্ত্রীর নাম ঠিক করতে কী কী ডকুমেন্টস দরকার?,True,0.8,"{""spouse_name_correction_new"": 8, ""name_correction_in_nid_card"": 2}",10
স্মার্ট এনআইডিতে spouse নামের ত্রুটি সংশোধনে কী কাগজ দরকার?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে spouse নামের ত্রুটি ঠিক করতে কোন কোন কাগজপত্র প্রয়োজন?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় আইডিতে স্বামী নাম সংশোধন করতে কি কি প্রয়োজনীয়?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় আইডিতে স্ত্রীর নাম সংশোধনে কী কী সনদ প্রয়োজন হবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় পরিচয়পত্রে spouse name পরিবর্তনের জন্য কোন দলিলপত্র লাগবে?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে স্বামীর নাম সংশোধনের জন্য কি কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
বিয়ের পর স্ত্রীর নাম কার্ডে যোগ করতে কি কি কাগজপত্র লাগবে?,spouse_name_correction_new,spouse_name_correction_new,বিয়ের পরে এনআইডি কার্ডে স্বামী নাম যোগ করতে কি কি কাগজপত্র লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় পরিচয়পত্রে স্ত্রীর নাম ঠিক করতে কী কী ডকুমেন্টস দরকার?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে স্বামীর নাম সংশোধনের জন্য কি কি ডকুমেন্টস লাগবে?,True,0.9,"{""spouse_name_correction_new"": 9, ""name_correction_in_nid_card"": 1}",10
আমার স্বামীর নাম এনআইডি কার্ডে সংশোধন করতে কি কি কাগজপত্র লাগবে?,spouse_name_correction_new,spouse_name_correction_new,কি কি কাগজপত্র লাগবে স্বামী নাম সংশোধনের জন্য এনআইডি কার্ডে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় আইডিতে স্ত্রীর নাম সংশোধনে কী কী সনদ প্রয়োজন হবে?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় আইডিতে স্ত্রী নাম সংশোধনের জন্য কী কী নথি চায়?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় আইডিতে বিয়ের পর স্বামীর নাম যোগে কী কাগজ চাই?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় আইডিতে স্বামী নাম যোগ করার জন্য কি কি কাগজপত্র দিতে হবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডিতে spouse নামের ভুল এন্ট্রি ঠিক করতে কী কী কাগজ লাগে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে spouse নামের ত্রুটি ঠিক করতে কোন কোন কাগজপত্র প্রয়োজন?,True,0.8,"{""spouse_name_correction_new"": 8, ""name_correction_in_nid_card"": 2}",10
এনআইডিতে স্বামী নাম প্রবিষ্ট করতে কোন কোন দলিল জমা দিতে হবে?,spouse_name_correction_new,spouse_name_correction_new,স্বামী নাম যোগ করতে এনআইডি কার্ডে কি কি ডকুমেন্টস জমা দিতে হবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডি কার্ডে স্ত্রীর নাম বদলাতে কি কি কাগজপত্র প্রয়োজন?,spouse_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে স্ত্রীর নাম সংশোধনের জন্য কি কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় আইডিতে স্ত্রী নাম অ্যাড করতে কি কি কাগজপত্র দরকার?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় আইডিতে স্বামী নাম যোগ করার জন্য কি কি কাগজপত্র দিতে হবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় আইডিতে স্ত্রী নাম সংশোধনের জন্য কী কী নথি চায়?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় আইডিতে স্ত্রীর নাম সংশোধনে কী কী সনদ প্রয়োজন হবে?,True,0.9,"{""spouse_name_correction_new"": 9, ""parents_name_correction_new"": 1}",10
জাতীয় পরিচয়পত্রে spouse ফিল্ডে সংশোধনের জন্য কী নথিপত্র প্রয়োজন?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে স্বামী নাম সংশোধনের জন্য কি কি কাগজপত্র প্রয়োজন?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় পরিচয়পত্রে স্বামীর নাম বসাতে কোন কোন ডকুমেন্ট প্রয়োজন?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে বিয়ের পর স্বামী নাম অ্যাড করতে কোন কোন ডকুমেন্ট দরকার?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডিতে বিয়ের পর স্বামীর নাম অ্যাড করার জন্য কী প্রমাণ দরকার?,spouse_name_correction_new,spouse_name_correction_new,এনআইডি কার্ডে বিয়ের পর স্বামীর নাম যোগ করার জন্য কি ডকুমেন্টস লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
আমার বউ এর নাম এনআইডিতে সংশোধন করতে কি কাগজপত্র দিতে হবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে স্বামী/স্ত্রী নাম সংশোধনের কাগজপত্র কি কি চাই?,True,1.0,"{""spouse_name_correction_new"": 10}",10
স্মার্ট এনআইডিতে spouse তথ্য সংশোধনের জন্য কোন কোন সনদপত্র লাগে?,spouse_name_correction_new,spouse_name_correction_new,স্মার্ট এনআইডিতে spouse নামের ত্রুটি সংশোধনে কী কাগজ দরকার?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় আইডিতে spouse field update করতে কী কী কাগজ জমা হবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে spouse field সংশোধনে কী কী ডকুমেন্ট দিতে হবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডি তে স্ত্রী নাম সংশোধনের জন্য কোন কোন দলিল জমা দিতে হয়?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে স্ত্রীর নাম আপডেট করার জন্য প্রয়োজনীয় ডকুমেন্টস কী?,True,1.0,"{""spouse_name_correction_new"": 10}",10
বিবাহের পর এনআইডিতে স্পাউস নেম আপডেট করতে কী ডকুমেন্ট লাগবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে স্ত্রীর নাম আপডেট করার জন্য প্রয়োজনীয় ডকুমেন্টস কী?,True,1.0,"{""spouse_name_correction_new"": 10}",10
স্মার্টকার্ডে spouse name আপডেটের জন্য কী কী কাগজ দরকার?,spouse_name_correction_new,spouse_name_correction_new,স্মার্টকার্ডে spouse নাম পরিবর্তনে কোন কোন কাগজপত্র প্রয়োজন?,True,0.9,"{""spouse_name_correction_new"": 9, ""name_correction_in_nid_card"": 1}",10
স্ত্রী নাম সংশোধনে জাতীয় পরিচয়পত্রে কী কী কাগজ দেখাতে হবে?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে স্ত্রীর নাম ঠিক করতে কী কী ডকুমেন্টস দরকার?,True,0.8,"{""spouse_name_correction_new"": 8, ""name_correction_in_nid_card"": 2}",10
এনআইডিতে spouse তথ্য যোগে কী কী কাগজ attach করা লাগবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে spouse তথ্য অ্যাড করার জন্য প্রয়োজনীয় কাগজের তালিকা কী?,True,1.0,"{""spouse_name_correction_new"": 10}",10
ভোটার আইডিতে স্ত্রী নাম change করতে কোন কোন দলিলপত্র লাগে?,spouse_name_correction_new,spouse_name_correction_new,ভোটার কার্ডে স্ত্রী নাম সংশোধনের জন্য কোন কোন প্রমাণপত্র লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
এনআইডিতে spouse field সংশোধনে কী কী ডকুমেন্ট দিতে হবে?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে spouse নামের এন্ট্রি সংশোধনে কী কী সনদ দেখাতে হয়?,True,1.0,"{""spouse_name_correction_new"": 10}",10
স্মার্টকার্ডে spouse নাম পরিবর্তনে কোন কোন কাগজপত্র প্রয়োজন?,spouse_name_correction_new,spouse_name_correction_new,স্মার্টকার্ডে spouse name আপডেটের জন্য কী কী কাগজ দরকার?,True,1.0,"{""spouse_name_correction_new"": 10}",10
ভোটার কার্ডে স্ত্রী নাম সংশোধনের জন্য কোন কোন প্রমাণপত্র লাগবে?,spouse_name_correction_new,spouse_name_correction_new,ভোটার আইডিতে স্ত্রী নাম change করতে কোন কোন দলিলপত্র লাগে?,True,0.7,"{""spouse_name_correction_new"": 7, ""name_correction_in_nid_card"": 3}",10
জাতীয় আইডিতে সহধর্মী নাম এন্ট্রি করতে কী কাগজপত্র দরকার?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় আইডিতে স্ত্রী নাম অ্যাড করতে কি কি কাগজপত্র দরকার?,True,0.9,"{""spouse_name_correction_new"": 9, ""name_correction_in_nid_card"": 1}",10
স্মার্টকার্ডে spouse name সংযোজনের জন্য কী কী প্রয়োজন হবে?,spouse_name_correction_new,spouse_name_correction_new,স্মার্টকার্ডে spouse name আপডেটের জন্য কী কী কাগজ দরকার?,True,0.9,"{""spouse_name_correction_new"": 9, ""name_correction_in_nid_card"": 1}",10
এনআইডিতে স্ত্রীর নাম অ্যাডের জন্য কোন কোন প্রামাণ্যপত্র প্রয়োজন?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে স্ত্রীর নাম আপডেট করার জন্য প্রয়োজনীয় ডকুমেন্টস কী?,True,1.0,"{""spouse_name_correction_new"": 10}",10
জাতীয় পরিচয়পত্রে সহধর্মী নাম সংশোধন করতে কী কী কাগজপত্র লাগে?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় পরিচয়পত্রে স্বামী নাম সংশোধনের জন্য কি কি কাগজপত্র প্রয়োজন?,True,0.4,"{""spouse_name_correction_new"": 4, ""name_correction_in_nid_card"": 5, ""parents_name_correction_new"": 1}",10
জাতীয় আইডিতে স্ত্রীর নাম অন্তর্ভুক্তির প্রয়োজনীয় নথির তালিকা কী?,spouse_name_correction_new,spouse_name_correction_new,জাতীয় আইডিতে স্ত্রী নাম অ্যাড করতে কি কি কাগজপত্র দরকার?,True,1.0,"{""spouse_name_correction_new"": 10}",10
ভোটার কার্ডে বিয়ের পর স্বামীর নাম বসাতে কোন কাগজপত্র প্রয়োজন?,spouse_name_correction_new,name_correction_in_nid_card,ভোটার কার্ডে নাম ঠিক করার সময় কোন কাগজপত্র প্রয়োজন হয়?,False,0.9,"{""name_correction_in_nid_card"": 1, ""spouse_name_correction_new"": 9}",10
এনআইডিতে spouse তথ্য অ্যাড করার জন্য প্রয়োজনীয় কাগজের তালিকা কী?,spouse_name_correction_new,spouse_name_correction_new,এনআইডিতে spouse তথ্য যোগে কী কী কাগজ attach করা লাগবে?,True,1.0,"{""spouse_name_correction_new"": 10}",10
