question,tag_clean,rank,final_score,composite_score,production_recommended,audit_status,reason_code,row_id,original_tag,e5_margin,gemma_margin,token_alignment,artifact_score,rationale
পোস্টাল ভোট BD-তে SMS OTP ইনবক্সে আসতে আনুমানিক কতক্ষণ লাগে?,otp_delivery_time,1,0.7537596182319162,0.710305433214019,True,audited,clean,52700,otp_delivery_time,0.01799553632736206,0.10450214147567749,0.2857142857142857,0.0,Self-contained question about how long an SMS OTP takes to arrive in the inbox for Postal Vote BD.
পোস্টাল ভোট অ্যাপে OTP পেতে কি কয়েক মিনিট লাগতে পারে?,otp_delivery_time,2,0.6436916035678842,0.7079663260291601,True,audited,clean,52730,otp_delivery_time,0.021127700805664062,0.09645313024520874,0.14285714285714285,0.0,"Clearly asks whether receiving the OTP in the Postal Vote app can take a few minutes, matching OTP delivery-time intent."
পোস্টাল ভোটিং সিস্টেমের OTP পেতে আনুমানিক কত মিনিট অপেক্ষা করব?,otp_delivery_time,3,0.6419598098007905,0.7079899892159811,True,audited,clean,52757,otp_delivery_time,0.01950019598007202,0.11667138338088989,0.2857142857142857,0.0,Directly asks the approximate waiting time to receive an OTP in the postal voting system.
পোস্টাল ভোট বিডি অ্যাপে OTP আসতে কতক্ষণ সময় লাগে?,otp_delivery_time,4,0.6376259483410122,0.7040875801134805,True,audited,clean,47499,otp_delivery_time,0.016004741191864014,0.07702630758285522,0.14285714285714285,0.0,Direct clean example asking how long OTP arrival takes in the Postal Vote BD app.
পোস্টাল ভোট BD অ্যাপে OTP পেতে সাধারণত কতক্ষণ অপেক্ষা করতে হয়?,otp_delivery_time,5,0.6357135030702556,0.703393710665815,True,audited,clean,52697,otp_delivery_time,0.016157925128936768,0.09244263172149658,0.14285714285714285,0.0,Asks the usual wait time to get an OTP in the Postal Vote BD app; self-contained and on tag.
নির্বাচন কমিশনের পোস্টাল ভোট অ্যাপের ওটিপি পেতে আনুমানিক সময় কত?,otp_delivery_time,6,0.6343545525365042,0.7010500094091237,True,audited,clean,52732,otp_delivery_time,0.02272862195968628,0.09692627191543579,0.14285714285714285,0.0,Asks the estimated time to receive the OTP for the Election Commission postal vote app.
ইসি’র পোস্টাল ভোট সেবার OTP পাওয়ায় সাধারণত কেমন সময় লাগে?,otp_delivery_time,7,0.6307468193841392,0.6977170881271009,True,audited,clean,52755,otp_delivery_time,0.02096503973007202,0.12658190727233887,0.14285714285714285,0.0,Intent is clear: asks the usual time needed to receive an OTP for the EC postal vote service.
পোস্টাল ভোট BD OTP পৌঁছাতে কত সময় ধরে অপেক্ষা করতে হয়?,otp_delivery_time,8,0.6290170962960262,0.6971600801314367,True,audited,clean,52721,otp_delivery_time,0.01666867733001709,0.08652067184448242,0.14285714285714285,0.0,Clearly asks how long to wait for a Postal Vote BD OTP to arrive.
নির্বাচন কমিশনের পোস্টাল ভোট অ্যাপের OTP ইনবক্সে আসার সময় সাধারণত কত?,otp_delivery_time,9,0.625053883606016,0.6925562159789294,True,audited,clean,52786,otp_delivery_time,0.01902371644973755,0.07056909799575806,0.2857142857142857,0.0,Asks the usual time for an OTP to arrive in the inbox for the Election Commission postal vote app.
পোস্টাল ভোট BD OTP আসতে কত মিনিট সময় নেয় সাধারণত?,otp_delivery_time,10,0.6222251545818825,0.6907329970454708,True,audited,clean,52766,otp_delivery_time,0.014073431491851807,0.08741992712020874,0.14285714285714285,0.0,Self-contained question about how many minutes a Postal Vote BD OTP usually takes to arrive.
পোস্টাল ভোট BD-র যাচাইকরণ OTP ইনবক্সে আসতে সময় কত?,otp_delivery_time,11,0.6217080546836901,0.6899740329409904,True,audited,clean,52728,otp_delivery_time,0.014039039611816406,0.06218230724334717,0.2857142857142857,0.0,Asks how long a verification OTP takes to arrive in the inbox for Postal Vote BD.
পোস্টাল ভোট অ্যাপের সিকিউরিটি কোড আসতে প্রায় কতক্ষণ লাগে?,otp_delivery_time,12,0.6156503158672773,0.6820263948856226,True,audited,clean,52705,otp_delivery_time,0.014258801937103271,0.0968865156173706,0.2857142857142857,0.0,Security code arrival time for the Postal Vote app fits the OTP/confirmation code delivery-time tag.
পোস্টাল ভোট BD অ্যাপ থেকে OTP রিসিভ হতে সাধারণত কত মিনিট লাগে?,otp_delivery_time,13,0.6099553467626279,0.6797912397839929,True,audited,clean,52746,otp_delivery_time,0.010946512222290039,0.04283154010772705,0.14285714285714285,0.0,Directly asks how many minutes it usually takes to receive OTP from the Postal Vote BD app.
পোস্টাল ভোটের জন্য পাঠানো ভেরিফিকেশন কোড আসতে গড়ে কত মিনিট লাগে?,otp_delivery_time,14,0.6089011298053103,0.6775403133153809,True,audited,clean,52734,otp_delivery_time,0.018458843231201172,0.09253180027008057,0.14285714285714285,0.0,Verification code sent for postal vote and its average arrival time clearly matches the tag.
পোস্টাল ভোট BD অ্যাপে নিশ্চিতকরণ কোড ইনবক্সে আসতে কতক্ষণ ধরে সময় নেয়?,otp_delivery_time,15,0.607051884500591,0.6759834359424816,True,audited,clean,52756,otp_delivery_time,0.012498319149017334,0.05486112833023071,0.14285714285714285,0.0,"Despite slightly wordy phrasing, it clearly asks how long a confirmation code takes to arrive in the inbox."
পোস্টাল ভোট সিস্টেমে OTP আসার গড় সময় কত?,otp_delivery_time,16,0.6066739101278241,0.6762205112478518,True,audited,clean,52718,otp_delivery_time,0.018441855907440186,0.08771622180938721,0.14285714285714285,0.0,Asks the average arrival time of an OTP in the postal vote system; clean and self-contained.
ইসি’র পোস্টাল ভোটিং অ্যাপ থেকে পাঠানো OTP কতক্ষণে মিলে?,otp_delivery_time,17,0.6049422366885996,0.6746194211396718,True,audited,clean,52727,otp_delivery_time,0.015742599964141846,0.08654117584228516,0.14285714285714285,0.0,Asks how long it takes to receive an OTP sent from the EC postal voting app.
ইসি’র পোস্টাল ভোট বিডি অ্যাপ থেকে ভেরিফিকেশন কোড আসতে কতটা সময় লাগে?,otp_delivery_time,18,0.6039601538772996,0.6738002719670682,True,audited,clean,52699,otp_delivery_time,0.01584017276763916,0.09766000509262085,0.14285714285714285,0.0,Asks the time required for a verification code to arrive from the EC Postal Vote BD app.
Postal Vote BD অ্যাপের সিকিউরিটি কোড আসতে কতটা সময় ধরে অপেক্ষা করতে হয়?,otp_delivery_time,19,0.5974673700858179,0.6681801571694634,True,audited,clean,52783,otp_delivery_time,0.008934497833251953,0.08002448081970215,0.2857142857142857,0.0,Security code arrival wait time for the Postal Vote BD app is directly within this tag.
পোস্টাল ভোট অ্যাপে কোড জেনারেট হওয়ার পর ফোনে পৌঁছাতে কতক্ষণ লাগে?,otp_delivery_time,20,0.5958458033537135,0.6660734280286824,True,audited,clean,52747,otp_delivery_time,0.01830965280532837,0.09036904573440552,0.0,0.0,"Asks how long a generated code takes to reach the phone in the Postal Vote app, matching code delivery time."
পোস্টাল ভোট BD অ্যাপে কোড পেতে কি ২–৩ মিনিটের মতো অপেক্ষা করতে হয়?,otp_delivery_time,21,0.5952947549264617,0.6650413332814961,True,audited,clean,52771,otp_delivery_time,0.016338348388671875,0.08631575107574463,0.14285714285714285,0.0,Asks whether receiving the code in the Postal Vote BD app requires a 2–3 minute wait.
পোস্টাল ভোটিং অ্যাপে সিকিউরিটি কোড পেতে কতক্ষণ ধৈর্য ধরতে হবে?,otp_delivery_time,22,0.5926139361187801,0.6643725140946325,True,audited,clean,52719,otp_delivery_time,0.011960506439208984,0.0895267128944397,0.2857142857142857,0.0,Asks how long to wait to get a security code in the postal voting app; clear tag fit.
পোস্টাল ভোটিং অ্যাপের একবারের কোড পৌঁছাতে কত মিনিট সময় লাগে?,otp_delivery_time,23,0.5917660930113184,0.6631146558137577,True,audited,clean,52739,otp_delivery_time,0.017911016941070557,0.07021039724349976,0.0,0.0,One-time code delivery time for the postal voting app is effectively OTP delivery time.
ইসি পোস্টাল ভোট অ্যাপে কোড ডেলিভারি হতে আনুমানিক কতক্ষণ সময় নেয়?,otp_delivery_time,24,0.5908610909749195,0.6619654755436581,True,audited,clean,52794,otp_delivery_time,0.021890699863433838,0.09439629316329956,0.0,0.0,"Asks the estimated code delivery time in the EC postal vote app, which matches OTP/security-code timing."
Postal Vote BD-এর OTP কি মিনিট খানেক পর আসে?,otp_delivery_time,25,0.5889973766629059,0.6597040431680208,True,audited,clean,52748,otp_delivery_time,0.01781916618347168,0.07229876518249512,0.14285714285714285,0.0,"Directly asks whether the Postal Vote BD OTP arrives after about a minute, which is about OTP delivery time."
পোস্টাল ভোট BD-তে কোড পৌঁছাতে সাধারণত কতক্ষণ লাগে বলবেন?,otp_delivery_time,26,0.5882392576024436,0.6596936883639954,True,audited,clean,52761,otp_delivery_time,0.013803720474243164,0.07522302865982056,0.0,0.0,"Asks how long it usually takes for the code to reach Postal Vote BD, fitting code delivery time."
পোস্টাল ভোট BD-তে OTP না এলে কতক্ষণ অপেক্ষা করা উচিত?,otp_delivery_time,27,0.5881503861880063,0.6607091916863842,True,audited,clean,52724,otp_delivery_time,0.00937795639038086,0.05607706308364868,0.14285714285714285,0.0,"Asks how long to wait if the OTP has not arrived in Postal Vote BD, matching OTP delivery/wait time intent."
পোস্টাল ভোট BD অ্যাপ থেকে নিশ্চিতকরণ SMS পেতে সাধারণত কত মিনিট লাগে?,otp_delivery_time,28,0.586628566956714,0.6575039950454503,True,audited,clean,52795,otp_delivery_time,0.008862674236297607,0.09315073490142822,0.14285714285714285,0.0,"Asks how many minutes it usually takes to receive a confirmation SMS from the Postal Vote BD app, aligned with confirmation code delivery timing."
Postal Vote BD অ্যাপ থেকে OTP কি সাথে সাথে না এসে একটু সময় নেয়?,otp_delivery_time,29,0.5845663535259118,0.6559245251160939,True,audited,clean,52758,otp_delivery_time,0.012893974781036377,0.0493541955947876,0.14285714285714285,0.0,"Asks whether the OTP from the app comes immediately or takes some time, which is a delivery-time question."
Postal Vote BD-তে SMS OTP পাওয়ার গড় সময় কত মিনিট?,otp_delivery_time,30,0.5825538911057337,0.6537358517567674,True,audited,clean,52792,otp_delivery_time,0.01070404052734375,0.1055024266242981,0.14285714285714285,0.0,Clearly asks the average time in minutes to receive an SMS OTP for Postal Vote BD.
ইসি পোস্টাল ভোট অ্যাপের এককালীন পাসকোড আসতে কত মিনিট সময় নেয়?,otp_delivery_time,31,0.5808401004836111,0.6525162187246092,True,audited,clean,52720,otp_delivery_time,0.011606872081756592,0.01696908473968506,0.14285714285714285,0.0,"One-time passcode is an OTP concept, and the row asks how many minutes it takes to arrive in the postal vote app."
পোস্টাল ভোট অ্যাপের এসএমএস ওটিপি ইনবক্সে ঢুকতে গড়ে কতক্ষণ লাগে?,otp_delivery_time,32,0.5772541239230321,0.649773451554497,True,audited,clean,52709,otp_delivery_time,0.016250789165496826,0.06486791372299194,0.0,0.0,"Asks how long the SMS OTP takes to enter the inbox on average, a clean OTP delivery-time query."
Postal Vote BD অ্যাপের যাচাইকরণ কোড সাধারণত কত মিনিট পরে আসে?,otp_delivery_time,33,0.5755146310961016,0.64765696011821,True,audited,clean,52703,otp_delivery_time,0.010636746883392334,0.09333908557891846,0.0,0.0,Directly asks after how many minutes the verification code usually arrives in the Postal Vote BD app.
Postal Vote BD-র যাচাইকরণ কোড আসতে কত সময় ধরে ধৈর্য ধরতে হবে?,otp_delivery_time,34,0.5754030975961453,0.6479589232281578,True,audited,clean,52774,otp_delivery_time,0.011373519897460938,0.09360337257385254,0.14285714285714285,0.0,"Asks how long to wait for the verification code to arrive for Postal Vote BD, fitting the tag."
Postal Vote BD অ্যাপে কোড পেতে কত মিনিট ধরে ওয়েট করতে হবে?,otp_delivery_time,35,0.5731962138200065,0.6457276287605159,True,audited,clean,52731,otp_delivery_time,0.009237289428710938,0.0689954161643982,0.14285714285714285,0.0,"Asks how many minutes to wait to get the code in the Postal Vote BD app, matching delivery time."
পোস্টাল ভোট BD অ্যাপে রিসেন্ড দিলে ওটিপি আসতে কতক্ষণ লাগে?,otp_delivery_time,36,0.5718030884563977,0.645043189458823,True,audited,clean,52714,otp_delivery_time,0.006762862205505371,0.03264671564102173,0.0,0.0,"Although it mentions resend, the core question is how long the OTP takes to arrive, so it fits delivery time."
পোস্টাল ভোটিং BD অ্যাপে ওটিপি পৌঁছাতে গড় সময় কত মিনিট?,otp_delivery_time,37,0.5705615721719921,0.644396287417645,True,audited,clean,52777,otp_delivery_time,0.012943565845489502,0.05224114656448364,0.0,0.0,Asks the average number of minutes for the OTP to reach the Postal Voting BD app.
পোস্টাল ভোটিং BD অ্যাপে কোড রিসিভ হতে সাধারণত কত মিনিট সময় লাগে?,otp_delivery_time,38,0.5645583492213477,0.6384927676134179,True,audited,clean,52711,otp_delivery_time,0.009126603603363037,0.04034876823425293,0.0,0.0,Asks how many minutes it usually takes to receive the code in the Postal Voting BD app.
পোস্টাল ভোট অ্যাপে OTP না এলে কি কিছু মিনিট অপেক্ষা করা উচিত?,otp_delivery_time,39,0.5607223350420657,0.6348946675757431,True,audited,clean,52765,otp_delivery_time,0.006867170333862305,-0.0060269832611083984,0.14285714285714285,0.0,"Asks whether one should wait a few minutes if the OTP has not arrived, which is tied to expected OTP delivery timing."
পোস্টাল ভোট BD-তে ভেরিফিকেশন SMS পেতে কী পরিমাণ সময় লাগে?,otp_delivery_time,40,0.5602964188876038,0.6347427569155544,True,audited,clean,52780,otp_delivery_time,0.007552921772003174,0.10159319639205933,0.0,0.0,Asks what amount of time is needed to receive a verification SMS in Postal Vote BD.
ইসি পোস্টাল ভোটিং পোর্টালের সিকিউরিটি কোড পেতে সময় কত ধরে?,otp_delivery_time,41,0.5569763672842011,0.6310470863480167,False,audited,clean,52745,otp_delivery_time,0.012785077095031738,0.10000532865524292,0.2857142857142857,0.0,"Asks the time needed to receive the security code for the EC postal voting portal, matching the security-code delivery-time intent."
"Postal Vote BD থেকে পাঠানো সিকিউরিটি কোড কতক্ষণে আসে, কোনো ধারণা?",otp_delivery_time,42,0.554315190885967,0.6295191479907836,False,audited,clean,52753,otp_delivery_time,0.013301253318786621,0.09887868165969849,0.14285714285714285,0.0,Asks how long a security code sent by Postal Vote BD takes to arrive.
পোস্টাল ভোটিং অ্যাপে যাচাইকরণ কোড পেতে কি একটু অপেক্ষা করতে হবে?,otp_delivery_time,43,0.5509388917115555,0.6259075657780127,False,audited,clean,52750,otp_delivery_time,0.007056176662445068,0.05802953243255615,0.14285714285714285,0.0,"Asks whether waiting is needed to get the verification code in the postal voting app, which concerns code delivery timing."
পোস্টাল ভোটিং অ্যাপের সিকিউরিটি কোড ইনবক্সে ঢুকতে কি কয়েক মিনিট লাগে?,otp_delivery_time,44,0.5483764699458158,0.623524395094978,False,audited,clean,52767,otp_delivery_time,0.01077812910079956,0.051062941551208496,0.14285714285714285,0.0,"Asks whether the security code takes a few minutes to reach the inbox, a clean delivery-time question."
Postal Vote BD-এর ওটিপি ইনবক্সে ঢুকতে কতক্ষণ সময় নেয়?,otp_delivery_time,45,0.5474530879992168,0.6229786483020199,False,audited,clean,52737,otp_delivery_time,0.01096808910369873,0.022357702255249023,0.0,0.0,Directly asks how long the OTP takes to enter the inbox for Postal Vote BD.
পোস্টাল ভোট অ্যাপে এককালীন পাসকোড পেতে কি একটু সময় নেওয়া স্বাভাবিক?,otp_delivery_time,46,0.5397748922615584,0.6146702556587119,False,audited,clean,52782,otp_delivery_time,0.009172558784484863,0.030329525470733643,0.14285714285714285,0.0,"Asks whether it is normal for the one-time passcode to take some time to be received, fitting OTP/passcode delivery timing."
পোস্টাল ভোট সার্ভিসের OTP আসতে কি অল্প সময় লাগে?,otp_delivery_time,47,0.5339748707375519,0.6109735946493844,False,audited,clean,52793,otp_delivery_time,0.024349451065063477,0.12295269966125488,0.14285714285714285,0.0,"Asks whether the Postal Vote service OTP takes a short time to arrive, which is about OTP delivery time."
পোস্টাল ভোট অ্যাপের OTP সাধারণত কত মিনিট বিলম্বে পৌঁছায়?,otp_delivery_time,48,0.5323692926072648,0.6091607149444696,False,audited,clean,52752,otp_delivery_time,0.01948338747024536,0.11652559041976929,0.14285714285714285,0.0,"Asks how many minutes of delay are usual for the app OTP to arrive, a clear OTP delivery-time query."
Postal Vote BD অ্যাপের নিশ্চিতকরণ কোড সাধারণত কখন আসে?,otp_delivery_time,49,0.5319963987162858,0.6083748118695456,False,audited,clean,52725,otp_delivery_time,0.005425095558166504,0.10127997398376465,0.14285714285714285,0.0,"Self-contained question asking when the Postal Vote BD app confirmation code arrives, matching OTP/code delivery timing."
Postal Vote BD থেকে রিসেন্ড দেওয়ার পর কোড আসতে কতক্ষণ লাগে?,otp_delivery_time,50,0.5269448273033175,0.6039516006388178,False,audited,clean,52778,otp_delivery_time,0.004670619964599609,0.017368793487548828,0.14285714285714285,0.0,Asks how long it takes for the code to arrive after resend; still clearly about code delivery time.
নির্বাচন কমিশনের পোস্টাল ভোট অ্যাপের OTP ডেলিভারি সাধারণত কত মিনিটে হয়?,otp_delivery_time,51,0.5213560091383327,0.5994600791184621,False,audited,clean,52749,otp_delivery_time,0.02186828851699829,0.09687525033950806,0.14285714285714285,0.0,Directly asks how many minutes OTP delivery usually takes in the Election Commission postal vote app.
পোস্টাল ভোট BD OTP পেতে কি কয়েক মিনিট অপেক্ষা করতে হবে?,otp_delivery_time,52,0.5139950457561284,0.5930756695613557,False,audited,clean,52740,otp_delivery_time,0.01763838529586792,0.08991867303848267,0.14285714285714285,0.0,Clearly asks whether users must wait a few minutes to receive the Postal Vote BD OTP.
পোস্টাল ভোটিং BD-র OTP ইনবক্সে পৌঁছাতে কি কয়েক মিনিট সময় ধরা উচিত?,otp_delivery_time,53,0.5138008027791233,0.5923350555674521,False,audited,clean,52796,otp_delivery_time,0.018188834190368652,0.0808984637260437,0.2857142857142857,0.0,Asks whether the OTP reaching the inbox should be expected to take a few minutes; fits delivery-time intent.
Postal Vote BD অ্যাপের একবারের পাসওয়ার্ড ফোনে পৌঁছাতে কতটা সময়?,otp_delivery_time,54,0.5133458312716234,0.5908130738896327,False,audited,clean,52764,otp_delivery_time,-0.006065011024475098,-0.02837991714477539,0.0,0.0,Uses 'one-time password' as OTP and asks how long it takes to reach the phone; matches tag.
পোস্টাল ভোট BD-র OTP পেতে ক’মিনিট অপেক্ষা করা ভালো?,otp_delivery_time,55,0.5095689912617863,0.5898629447784017,False,audited,clean,52784,otp_delivery_time,0.016378045082092285,0.10732221603393555,0.14285714285714285,0.0,Directly asks how many minutes to wait to receive the Postal Vote BD OTP.
"পোস্টাল ভোটের OTP আসতে কি খুব বেশি সময় লাগে, নাকি অল্প?",otp_delivery_time,56,0.5056655397332998,0.5858448921983879,False,audited,clean,52770,otp_delivery_time,0.020522236824035645,0.11970639228820801,0.14285714285714285,0.0,"Asks whether the postal vote OTP arrival takes a long or short time, which is a delivery-time question."
নির্বাচন কমিশনের পোস্টাল ভোট প্ল্যাটফর্মে OTP আসার সময় কত?,otp_delivery_time,57,0.5053223911653525,0.5851044414029855,False,audited,clean,52776,otp_delivery_time,0.013748466968536377,0.10928428173065186,0.14285714285714285,0.0,Self-contained question about the arrival time of OTP on the postal vote platform.
পোস্টাল ভোট অ্যাপে OTP আসার টাইমফ্রেম কত?,otp_delivery_time,58,0.5011154114083886,0.5811303763737972,False,audited,clean,52744,otp_delivery_time,0.013258099555969238,0.07255297899246216,0.14285714285714285,0.0,Directly asks the timeframe for OTP arrival in the postal vote app.
পোস্টাল ভোট অ্যাপের SMS OTP পেতে কি মিনিট কয়েক দেরি হতে পারে?,otp_delivery_time,59,0.5008053416559807,0.5806528615210361,False,audited,clean,52762,otp_delivery_time,0.015293240547180176,0.15901726484298706,0.14285714285714285,0.0,Asks whether receiving the SMS OTP can be delayed by a few minutes; clearly about OTP delivery time.
নির্বাচন কমিশনের পোস্টাল ভোট অ্যাপে OTP ডেলিভারি উইন্ডো কত মিনিটের?,otp_delivery_time,60,0.49915110213552744,0.5803664417977455,False,audited,clean,52760,otp_delivery_time,0.018488705158233643,0.07415950298309326,0.14285714285714285,0.0,Asks the OTP delivery window in minutes for the Election Commission postal vote app.
পোস্টাল ভোট অ্যাপের OTP কি অবিলম্বে আসে নাকি সামান্য দেরিতে?,otp_delivery_time,61,0.4968519470322032,0.5772054120440605,False,audited,clean,52779,otp_delivery_time,0.013749361038208008,0.13405996561050415,0.14285714285714285,0.0,Asks whether OTP arrives immediately or with slight delay; clean delivery-time intent.
পোস্টাল ভোটিং অ্যাপের একবারের পাসওয়ার্ড পেতে কত সময় ধরা উচিত?,otp_delivery_time,62,0.49663800283551396,0.5767506604121363,False,audited,clean,52702,otp_delivery_time,-0.00572812557220459,-0.0389590859413147,0.0,0.0,Uses 'one-time password' to mean OTP and asks how much time should be allowed to receive it.
পোস্টাল ভোট অ্যাপের ওটিপি পেতে সাধারণত কতটা বিলম্ব দেখা যায়?,otp_delivery_time,63,0.4951040730616575,0.5762530672453072,False,audited,clean,52772,otp_delivery_time,0.019224464893341064,0.12495630979537964,0.0,0.0,Asks how much delay is usually seen in receiving the postal vote app OTP.
যাচাইকরণ কোড পোস্টাল ভোট অ্যাপ থেকে পেতে আনুমানিক কত মিনিট লাগে?,otp_delivery_time,64,0.4915499379881676,0.5732174402810022,False,audited,clean,52715,otp_delivery_time,0.013319551944732666,0.08370345830917358,0.14285714285714285,0.0,Asks approximately how many minutes it takes to get the verification code from the postal vote app.
পোস্টাল ভোট অ্যাপের ভেরিফিকেশন কোড পেতে কতটা সময় লাগতে পারে?,otp_delivery_time,65,0.49044543906489607,0.5718605940744236,False,audited,clean,52759,otp_delivery_time,0.01403731107711792,0.1101953387260437,0.14285714285714285,0.0,Directly asks how long it may take to receive the postal vote app verification code.
পোস্টাল ভোটিং সিস্টেমে OTP ডেলিভারি সময় সাধারণত কেমন?,otp_delivery_time,66,0.48894998694234837,0.5704053513409866,False,audited,clean,52735,otp_delivery_time,0.02333742380142212,0.11571937799453735,0.14285714285714285,0.0,Asks generally what the OTP delivery time is in the postal voting system.
পোস্টাল ভোট BD-তে SMS কোড আসতে কতটা সময় ধরে বিলম্ব হতে পারে?,otp_delivery_time,67,0.48869250035075373,0.5698663293420183,False,audited,clean,52751,otp_delivery_time,0.01746922731399536,0.13471662998199463,0.14285714285714285,0.0,Asks how long an SMS code arrival may be delayed in Postal Vote BD; fits code delivery timing.
ফোনে পোস্টাল ভোটের ওটিপি মেসেজ পেতে কত মিনিট অপেক্ষা করব?,otp_delivery_time,68,0.486292357703599,0.5682649065759688,False,audited,clean,52708,otp_delivery_time,0.01911342144012451,0.10229545831680298,0.0,0.0,Asks how many minutes to wait for the postal vote OTP message on the phone.
